labor_force,employed,unemployed,unemp_rate,bls_county
"6,025","5,755",270,4.5,"Mecklenburg County, North Carolina"
"11,588","11,129",459,4,"Mitchell County, North Carolina"
"41,079","39,523","1,556",3.8,"Montgomery County, North Carolina"
"43,288","41,097","2,191",5.1,"Moore County, North Carolina"
"120,980","116,493","4,487",3.7,"Nash County, North Carolina"
"7,628","7,236",392,5.1,"New Hanover County, North Carolina"
"64,341","61,301","3,040",4.7,"Northampton County, North Carolina"
"77,797","75,263","2,534",3.3,"Onslow County, North Carolina"
"5,348","5,129",219,4.1,"Orange County, North Carolina"
"17,062","16,249",813,4.8,"Pamlico County, North Carolina"
"28,265","27,107","1,158",4.1,"Pasquotank County, North Carolina"
"5,046","4,804",242,4.8,"Pender County, North Carolina"
"18,261","17,513",748,4.1,"Perquimans County, North Carolina"
"89,961","86,150","3,811",4.2,"Person County, North Carolina"
"8,969","8,633",336,3.7,"Pitt County, North Carolina"
"66,526","64,042","2,484",3.7,"Polk County, North Carolina"
"16,519","15,617",902,5.5,"Randolph County, North Carolina"
"49,653","46,738","2,915",5.9,"Richmond County, North Carolina"
"40,499","38,670","1,829",4.5,"Robeson County, North Carolina"
"65,775","63,199","2,576",3.9,"Rockingham County, North Carolina"
"24,757","23,501","1,256",5.1,"Rowan County, North Carolina"
"29,207","28,039","1,168",4,"Rutherford County, North Carolina"
"11,457","10,614",843,7.4,"Sampson County, North Carolina"
"29,882","28,817","1,065",3.6,"Scotland County, North Carolina"
"21,781","20,988",793,3.6,"Stanly County, North Carolina"
"34,033","32,827","1,206",3.5,"Stokes County, North Carolina"
"6,912","6,613",299,4.3,"Surry County, North Carolina"
"14,275","13,737",538,3.8,"Swain County, North Carolina"
"1,457","1,365",92,6.3,"Transylvania County, North Carolina"
"121,250","117,099","4,151",3.4,"Tyrrell County, North Carolina"
"17,444","16,441","1,003",5.7,"Union County, North Carolina"
"584,548","564,962","19,586",3.4,"Vance County, North Carolina"
"6,574","6,183",391,5.9,"Wake County, North Carolina"
"4,628","4,353",275,5.9,"Warren County, North Carolina"
"28,832","27,832","1,000",3.5,"Washington County, North Carolina"
"52,731","50,460","2,271",4.3,"Watauga County, North Carolina"
"30,230","29,102","1,128",3.7,"Wayne County, North Carolina"
"35,342","33,175","2,167",6.1,"Wilkes County, North Carolina"
"17,791","17,191",600,3.4,"Wilson County, North Carolina"
"8,245","7,950",295,3.6,"Yadkin County, North Carolina"
"1,065","1,043",22,2.1,"Yancey County, North Carolina"
"5,279","5,137",142,2.7,"Adams County, North Dakota"
"2,300","2,211",89,3.9,"Barnes County, North Dakota"
428,416,12,2.8,"Benson County, North Dakota"
"2,992","2,892",100,3.3,"Billings County, North Dakota"
"1,647","1,616",31,1.9,"Bottineau County, North Dakota"
"1,078","1,052",26,2.4,"Bowman County, North Dakota"
"49,251","47,954","1,297",2.6,"Burke County, North Dakota"
"100,944","98,629","2,315",2.3,"Burleigh County, North Dakota"
"1,971","1,920",51,2.6,"Cass County, North Dakota"
"2,390","2,347",43,1.8,"Cavalier County, North Dakota"
"1,536","1,516",20,1.3,"Dickey County, North Dakota"
"3,021","2,972",49,1.6,"Divide County, North Dakota"
"1,246","1,185",61,4.9,"Dunn County, North Dakota"
"1,481","1,410",71,4.8,"Eddy County, North Dakota"
"1,605","1,563",42,2.6,"Emmons County, North Dakota"
898,880,18,2,"Foster County, North Dakota"
"37,913","37,054",859,2.3,"Golden Valley County, North Dakota"
"1,211","1,179",32,2.6,"Grand Forks County, North Dakota"
"1,060","1,036",24,2.3,"Grant County, North Dakota"
"1,395","1,367",28,2,"Griggs County, North Dakota"
"1,310","1,252",58,4.4,"Hettinger County, North Dakota"
"2,126","2,085",41,1.9,"Kidder County, North Dakota"
896,873,23,2.6,"LaMoure County, North Dakota"
"3,155","3,032",123,3.9,"Logan County, North Dakota"
"1,157","1,126",31,2.7,"McHenry County, North Dakota"
"8,962","8,812",150,1.7,"McIntosh County, North Dakota"
"4,795","4,635",160,3.3,"McKenzie County, North Dakota"
"3,969","3,802",167,4.2,"McLean County, North Dakota"
"16,169","15,641",528,3.3,"Mercer County, North Dakota"
"7,078","6,966",112,1.6,"Morton County, North Dakota"
"1,425","1,377",48,3.4,"Mountrail County, North Dakota"
873,837,36,4.1,"Nelson County, North Dakota"
"3,375","3,242",133,3.9,"Oliver County, North Dakota"
"1,794","1,737",57,3.2,"Pembina County, North Dakota"
"5,649","5,488",161,2.9,"Pierce County, North Dakota"
"2,840","2,785",55,1.9,"Ramsey County, North Dakota"
"1,227","1,197",30,2.4,"Ransom County, North Dakota"
"8,730","8,500",230,2.6,"Renville County, North Dakota"
"4,691","4,249",442,9.4,"Richland County, North Dakota"
"2,538","2,490",48,1.9,"Rolette County, North Dakota"
687,655,32,4.7,"Sargent County, North Dakota"
"1,250","1,199",51,4.1,"Sheridan County, North Dakota"
399,390,9,2.3,"Sioux County, North Dakota"
"18,051","17,611",440,2.4,"Slope County, North Dakota"
"1,001",981,20,2,"Stark County, North Dakota"
"10,536","10,272",264,2.5,"Steele County, North Dakota"
"1,196","1,165",31,2.6,"Stutsman County, North Dakota"
"4,444","4,327",117,2.6,"Towner County, North Dakota"
"5,328","5,160",168,3.2,"Traill County, North Dakota"
"32,013","31,093",920,2.9,"Walsh County, North Dakota"
"2,017","1,956",61,3,"Ward County, North Dakota"
"23,910","23,442",468,2,"Wells County, North Dakota"
"10,851","10,084",767,7.1,"Williams County, North Dakota"
"47,855","45,708","2,147",4.5,"Adams County, Ohio"
"26,004","24,813","1,191",4.6,"Allen County, Ohio"
"44,247","41,917","2,330",5.3,"Ashland County, Ohio"
"27,741","26,141","1,600",5.8,"Ashtabula County, Ohio"
"24,540","23,730",810,3.3,"Athens County, Ohio"
"30,588","28,914","1,674",5.5,"Auglaize County, Ohio"
"19,478","18,434","1,044",5.4,"Belmont County, Ohio"
"193,092","185,115","7,977",4.1,"Brown County, Ohio"
"13,091","12,403",688,5.3,"Butler County, Ohio"
"19,762","19,003",759,3.8,"Carroll County, Ohio"
"62,963","60,093","2,870",4.6,"Champaign County, Ohio"
"105,585","101,261","4,324",4.1,"Clark County, Ohio"
"17,507","16,587",920,5.3,"Clermont County, Ohio"
"47,087","44,651","2,436",5.2,"Clinton County, Ohio"
"14,392","13,506",886,6.2,"Columbiana County, Ohio"
"18,330","17,378",952,5.2,"Coshocton County, Ohio"
"612,216","580,166","32,050",5.2,"Crawford County, Ohio"
"25,814","24,803","1,011",3.9,"Cuyahoga County, Ohio"
"18,126","17,325",801,4.4,"Darke County, Ohio"
"107,617","103,996","3,621",3.4,"Defiance County, Ohio"
"37,757","35,641","2,116",5.6,"Delaware County, Ohio"
"77,307","74,179","3,128",4,"Erie County, Ohio"
"14,079","13,497",582,4.1,"Fairfield County, Ohio"
"685,914","659,792","26,122",3.8,"Fayette County, Ohio"
"22,228","21,247",981,4.4,"Franklin County, Ohio"
"12,102","11,361",741,6.1,"Fulton County, Ohio"
"48,790","46,676","2,114",4.3,"Gallia County, Ohio"
"82,136","78,810","3,326",4,"Geauga County, Ohio"
"18,655","17,623","1,032",5.5,"Greene County, Ohio"
"412,156","395,215","16,941",4.1,"Guernsey County, Ohio"
"41,318","39,908","1,410",3.4,"Hamilton County, Ohio"
"14,002","13,391",611,4.4,"Hancock County, Ohio"
"6,875","6,514",361,5.3,"Hardin County, Ohio"
"13,272","12,617",655,4.9,"Harrison County, Ohio"
"17,038","16,093",945,5.5,"Henry County, Ohio"
"13,112","12,449",663,5.1,"Highland County, Ohio"
"20,592","19,919",673,3.3,"Hocking County, Ohio"
"27,814","26,173","1,641",5.9,"Holmes County, Ohio"
"12,727","11,892",835,6.6,"Huron County, Ohio"
"27,538","25,793","1,745",6.3,"Jackson County, Ohio"
"31,155","29,802","1,353",4.3,"Jefferson County, Ohio"
"125,471","119,585","5,886",4.7,"Knox County, Ohio"
"23,690","22,355","1,335",5.6,"Lake County, Ohio"
"89,021","85,502","3,519",4,"Lawrence County, Ohio"
"23,070","22,211",859,3.7,"Licking County, Ohio"
"152,368","144,148","8,220",5.4,"Logan County, Ohio"
"209,136","198,144","10,992",5.3,"Lorain County, Ohio"
"20,584","19,806",778,3.8,"Lucas County, Ohio"
"103,437","97,293","6,144",5.9,"Madison County, Ohio"
"28,395","27,139","1,256",4.4,"Mahoning County, Ohio"
"96,495","92,384","4,111",4.3,"Marion County, Ohio"
"8,876","8,232",644,7.3,"Medina County, Ohio"
"23,528","22,879",649,2.8,"Meigs County, Ohio"
"53,197","51,115","2,082",3.9,"Mercer County, Ohio"
"5,169","4,766",403,7.8,"Miami County, Ohio"
"250,717","239,367","11,350",4.5,"Monroe County, Ohio"
"6,676","6,273",403,6,"Montgomery County, Ohio"
"16,734","15,974",760,4.5,"Morgan County, Ohio"
"39,379","37,287","2,092",5.3,"Morrow County, Ohio"
"4,743","4,425",318,6.7,"Muskingum County, Ohio"
"20,986","19,663","1,323",6.3,"Noble County, Ohio"
"8,708","8,350",358,4.1,"Ottawa County, Ohio"
"15,880","14,996",884,5.6,"Paulding County, Ohio"
"26,268","25,145","1,123",4.3,"Perry County, Ohio"
"10,817","10,109",708,6.5,"Pickaway County, Ohio"
"86,523","82,560","3,963",4.6,"Pike County, Ohio"
"21,138","20,275",863,4.1,"Portage County, Ohio"
"18,615","17,988",627,3.4,"Preble County, Ohio"
"52,743","50,160","2,583",4.9,"Putnam County, Ohio"
"34,678","33,100","1,578",4.6,"Richland County, Ohio"
"30,748","29,352","1,396",4.5,"Ross County, Ohio"
"28,964","27,007","1,957",6.8,"Sandusky County, Ohio"
"27,129","25,936","1,193",4.4,"Scioto County, Ohio"
"23,906","23,007",899,3.8,"Seneca County, Ohio"
"186,227","177,087","9,140",4.9,"Shelby County, Ohio"
"270,717","258,083","12,634",4.7,"Stark County, Ohio"
"87,662","82,193","5,469",6.2,"Summit County, Ohio"
"44,390","42,360","2,030",4.6,"Trumbull County, Ohio"
"28,329","27,349",980,3.5,"Tuscarawas County, Ohio"
"14,362","13,856",506,3.5,"Union County, Ohio"
"5,454","5,114",340,6.2,"Van Wert County, Ohio"
"116,814","112,310","4,504",3.9,"Vinton County, Ohio"
"27,011","25,489","1,522",5.6,"Warren County, Ohio"
"60,780","58,582","2,198",3.6,"Washington County, Ohio"
"18,898","18,214",684,3.6,"Wayne County, Ohio"
"70,361","67,518","2,843",4,"Williams County, Ohio"
"12,693","12,283",410,3.2,"Wood County, Ohio"
"8,151","7,811",340,4.2,"Wyandot County, Ohio"
"2,940","2,876",64,2.2,"Adair County, Oklahoma"
"5,121","4,910",211,4.1,"Alfalfa County, Oklahoma"
"2,958","2,898",60,2,"Atoka County, Oklahoma"
"11,352","11,056",296,2.6,"Beaver County, Oklahoma"
"4,428","4,338",90,2,"Beckham County, Oklahoma"
"21,001","20,343",658,3.1,"Blaine County, Oklahoma"
"12,201","11,766",435,3.6,"Bryan County, Oklahoma"
"72,033","70,030","2,003",2.8,"Caddo County, Oklahoma"
"22,149","21,371",778,3.5,"Canadian County, Oklahoma"
"18,796","18,001",795,4.2,"Carter County, Oklahoma"
"5,756","5,470",286,5,"Cherokee County, Oklahoma"
"1,386","1,360",26,1.9,"Choctaw County, Oklahoma"
"142,102","138,014","4,088",2.9,"Cimarron County, Oklahoma"
"2,278","2,191",87,3.8,"Cleveland County, Oklahoma"
"48,566","46,668","1,898",3.9,"Coal County, Oklahoma"
"2,748","2,662",86,3.1,"Comanche County, Oklahoma"
"6,115","5,904",211,3.5,"Cotton County, Oklahoma"
"31,623","30,419","1,204",3.8,"Craig County, Oklahoma"
"15,694","15,315",379,2.4,"Creek County, Oklahoma"
"18,065","17,360",705,3.9,"Custer County, Oklahoma"
"2,778","2,725",53,1.9,"Delaware County, Oklahoma"
"2,207","2,159",48,2.2,"Dewey County, Oklahoma"
"27,330","26,498",832,3,"Ellis County, Oklahoma"
"12,710","12,293",417,3.3,"Garfield County, Oklahoma"
"26,292","25,489",803,3.1,"Garvin County, Oklahoma"
"2,742","2,685",57,2.1,"Grady County, Oklahoma"
"1,964","1,886",78,4,"Grant County, Oklahoma"
"1,200","1,165",35,2.9,"Greer County, Oklahoma"
"1,800","1,759",41,2.3,"Harmon County, Oklahoma"
"4,222","4,007",215,5.1,"Harper County, Oklahoma"
"5,366","5,142",224,4.2,"Haskell County, Oklahoma"
"10,724","10,397",327,3,"Hughes County, Oklahoma"
"2,570","2,482",88,3.4,"Jackson County, Oklahoma"
"5,319","5,165",154,2.9,"Jefferson County, Oklahoma"
"18,989","18,103",886,4.7,"Johnston County, Oklahoma"
"8,888","8,701",187,2.1,"Kay County, Oklahoma"
"3,526","3,377",149,4.2,"Kingfisher County, Oklahoma"
"3,219","3,026",193,6,"Kiowa County, Oklahoma"
"19,120","18,240",880,4.6,"Latimer County, Oklahoma"
"15,952","15,393",559,3.5,"Le Flore County, Oklahoma"
"21,953","21,290",663,3,"Lincoln County, Oklahoma"
"6,451","6,314",137,2.1,"Logan County, Oklahoma"
"19,424","18,887",537,2.8,"Love County, Oklahoma"
"14,211","13,435",776,5.5,"McClain County, Oklahoma"
"6,865","6,463",402,5.9,"McCurtain County, Oklahoma"
"4,005","3,920",85,2.1,"McIntosh County, Oklahoma"
"6,705","6,453",252,3.8,"Major County, Oklahoma"
"19,694","19,028",666,3.4,"Marshall County, Oklahoma"
"6,525","6,338",187,2.9,"Mayes County, Oklahoma"
"29,238","28,057","1,181",4,"Murray County, Oklahoma"
"5,742","5,593",149,2.6,"Muskogee County, Oklahoma"
"4,633","4,439",194,4.2,"Noble County, Oklahoma"
"4,459","4,246",213,4.8,"Nowata County, Oklahoma"
"383,860","371,240","12,620",3.3,"Okfuskee County, Oklahoma"
"15,918","15,142",776,4.9,"Oklahoma County, Oklahoma"
"20,848","19,957",891,4.3,"Okmulgee County, Oklahoma"
"14,389","13,891",498,3.5,"Osage County, Oklahoma"
"7,411","7,105",306,4.1,"Ottawa County, Oklahoma"
"38,700","37,565","1,135",2.9,"Pawnee County, Oklahoma"
"17,838","17,145",693,3.9,"Payne County, Oklahoma"
"18,656","18,082",574,3.1,"Pittsburg County, Oklahoma"
"32,624","31,421","1,203",3.7,"Pontotoc County, Oklahoma"
"4,517","4,284",233,5.2,"Pottawatomie County, Oklahoma"
"1,879","1,834",45,2.4,"Pushmataha County, Oklahoma"
"44,792","43,309","1,483",3.3,"Roger Mills County, Oklahoma"
"9,514","9,063",451,4.7,"Rogers County, Oklahoma"
"16,406","15,699",707,4.3,"Seminole County, Oklahoma"
"18,519","17,789",730,3.9,"Sequoyah County, Oklahoma"
"9,145","8,893",252,2.8,"Stephens County, Oklahoma"
"3,105","2,989",116,3.7,"Texas County, Oklahoma"
"322,030","311,265","10,765",3.3,"Tillman County, Oklahoma"
"37,252","36,008","1,244",3.3,"Tulsa County, Oklahoma"
"23,014","22,117",897,3.9,"Wagoner County, Oklahoma"
"5,255","5,094",161,3.1,"Washington County, Oklahoma"
"4,632","4,532",100,2.2,"Washita County, Oklahoma"
"9,286","9,030",256,2.8,"Woods County, Oklahoma"
"6,976","6,593",383,5.5,"Woodward County, Oklahoma"
"48,345","46,810","1,535",3.2,"Baker County, Oregon"
"218,998","210,750","8,248",3.8,"Benton County, Oregon"
"19,344","18,549",795,4.1,"Clackamas County, Oregon"
"24,387","23,148","1,239",5.1,"Clatsop County, Oregon"
"26,460","25,027","1,433",5.4,"Columbia County, Oregon"
"9,464","8,898",566,6,"Coos County, Oregon"
"8,948","8,399",549,6.1,"Crook County, Oregon"
"95,367","91,347","4,020",4.2,"Curry County, Oregon"
"46,374","43,869","2,505",5.4,"Deschutes County, Oregon"
844,811,33,3.9,"Douglas County, Oregon"
"3,099","2,874",225,7.3,"Gilliam County, Oregon"
"3,417","3,205",212,6.2,"Grant County, Oregon"
"14,533","14,048",485,3.3,"Harney County, Oregon"
"104,763","99,740","5,023",4.8,"Hood River County, Oregon"
"10,241","9,682",559,5.5,"Jackson County, Oregon"
"35,929","33,939","1,990",5.5,"Jefferson County, Oregon"
"29,499","27,602","1,897",6.4,"Josephine County, Oregon"
"3,496","3,296",200,5.7,"Klamath County, Oregon"
"181,761","173,596","8,165",4.5,"Lake County, Oregon"
"21,215","20,184","1,031",4.9,"Lane County, Oregon"
"58,551","55,780","2,771",4.7,"Lincoln County, Oregon"
"12,493","11,918",575,4.6,"Linn County, Oregon"
"161,676","154,716","6,960",4.3,"Malheur County, Oregon"
"5,732","5,484",248,4.3,"Marion County, Oregon"
"456,886","440,043","16,843",3.7,"Morrow County, Oregon"
"39,695","37,959","1,736",4.4,"Multnomah County, Oregon"
898,861,37,4.1,"Polk County, Oregon"
"11,857","11,332",525,4.4,"Sherman County, Oregon"
"36,813","34,994","1,819",4.9,"Tillamook County, Oregon"
"11,935","11,291",644,5.4,"Umatilla County, Oregon"
"3,318","3,115",203,6.1,"Union County, Oregon"
"13,384","12,806",578,4.3,"Wallowa County, Oregon"
"322,574","311,317","11,257",3.5,"Wasco County, Oregon"
723,698,25,3.5,"Washington County, Oregon"
"54,524","52,473","2,051",3.8,"Wheeler County, Oregon"
"55,121","53,316","1,805",3.3,"Yamhill County, Oregon"
"645,169","619,110","26,059",4,"Adams County, Pennsylvania"
"32,148","30,533","1,615",5,"Allegheny County, Pennsylvania"
"84,057","80,234","3,823",4.5,"Armstrong County, Pennsylvania"
"23,661","22,595","1,066",4.5,"Beaver County, Pennsylvania"
"212,528","203,686","8,842",4.2,"Bedford County, Pennsylvania"
"59,555","57,050","2,505",4.2,"Berks County, Pennsylvania"
"28,864","27,605","1,259",4.4,"Blair County, Pennsylvania"
"341,069","328,286","12,783",3.7,"Bradford County, Pennsylvania"
"98,563","94,719","3,844",3.9,"Bucks County, Pennsylvania"
"58,344","55,313","3,031",5.2,"Butler County, Pennsylvania"
"2,143","2,035",108,5,"Cambria County, Pennsylvania"
"31,526","29,929","1,597",5.1,"Cameron County, Pennsylvania"
"79,859","77,274","2,585",3.2,"Carbon County, Pennsylvania"
"281,572","272,641","8,931",3.2,"Centre County, Pennsylvania"
"17,388","16,566",822,4.7,"Chester County, Pennsylvania"
"35,744","33,960","1,784",5,"Clarion County, Pennsylvania"
"18,328","17,353",975,5.3,"Clearfield County, Pennsylvania"
"33,495","31,900","1,595",4.8,"Clinton County, Pennsylvania"
"38,953","37,127","1,826",4.7,"Columbia County, Pennsylvania"
"130,339","126,005","4,334",3.3,"Crawford County, Pennsylvania"
"142,393","136,730","5,663",4,"Cumberland County, Pennsylvania"
"295,898","284,018","11,880",4,"Dauphin County, Pennsylvania"
"15,830","15,219",611,3.9,"Delaware County, Pennsylvania"
"129,260","123,173","6,087",4.7,"Elk County, Pennsylvania"
"57,081","53,754","3,327",5.8,"Erie County, Pennsylvania"
"1,817","1,704",113,6.2,"Fayette County, Pennsylvania"
"77,064","74,218","2,846",3.7,"Forest County, Pennsylvania"
"7,884","7,573",311,3.9,"Franklin County, Pennsylvania"
"16,593","15,782",811,4.9,"Fulton County, Pennsylvania"
"19,810","18,763","1,047",5.3,"Greene County, Pennsylvania"
"38,781","36,875","1,906",4.9,"Huntingdon County, Pennsylvania"
"20,503","19,550",953,4.6,"Indiana County, Pennsylvania"
"12,459","11,960",499,4,"Jefferson County, Pennsylvania"
"105,330","100,502","4,828",4.6,"Juniata County, Pennsylvania"
"281,433","271,891","9,542",3.4,"Lackawanna County, Pennsylvania"
"40,823","38,741","2,082",5.1,"Lancaster County, Pennsylvania"
"71,222","68,545","2,677",3.8,"Lawrence County, Pennsylvania"
"190,147","181,379","8,768",4.6,"Lebanon County, Pennsylvania"
"157,784","149,255","8,529",5.4,"Lehigh County, Pennsylvania"
"57,134","54,394","2,740",4.8,"Luzerne County, Pennsylvania"
"17,869","17,009",860,4.8,"Lycoming County, Pennsylvania"
"50,087","47,727","2,360",4.7,"McKean County, Pennsylvania"
"20,787","19,815",972,4.7,"Mercer County, Pennsylvania"
"82,004","77,612","4,392",5.4,"Mifflin County, Pennsylvania"
"449,387","433,965","15,422",3.4,"Monroe County, Pennsylvania"
"9,050","8,733",317,3.5,"Montgomery County, Pennsylvania"
"158,900","151,855","7,045",4.4,"Montour County, Pennsylvania"
"43,057","40,799","2,258",5.2,"Northampton County, Pennsylvania"
"24,295","23,388",907,3.7,"Northumberland County, Pennsylvania"
"709,586","670,264","39,322",5.5,"Perry County, Pennsylvania"
"24,698","23,369","1,329",5.4,"Philadelphia County, Pennsylvania"
"7,189","6,806",383,5.3,"Pike County, Pennsylvania"
"66,090","62,670","3,420",5.2,"Potter County, Pennsylvania"
"20,324","19,522",802,3.9,"Schuylkill County, Pennsylvania"
"33,553","31,840","1,713",5.1,"Snyder County, Pennsylvania"
"2,693","2,559",134,5,"Somerset County, Pennsylvania"
"20,483","19,659",824,4,"Sullivan County, Pennsylvania"
"18,812","17,840",972,5.2,"Susquehanna County, Pennsylvania"
"19,640","18,910",730,3.7,"Tioga County, Pennsylvania"
"22,421","21,317","1,104",4.9,"Union County, Pennsylvania"
"19,058","18,209",849,4.5,"Venango County, Pennsylvania"
"106,001","101,412","4,589",4.3,"Warren County, Pennsylvania"
"22,367","21,310","1,057",4.7,"Washington County, Pennsylvania"
"180,515","172,539","7,976",4.4,"Wayne County, Pennsylvania"
"13,746","13,128",618,4.5,"Westmoreland County, Pennsylvania"
"234,141","225,117","9,024",3.9,"Wyoming County, Pennsylvania"
"26,082","25,180",902,3.5,"York County, Pennsylvania"
"90,476","87,130","3,346",3.7,"Bristol County, Rhode Island"
"44,657","43,073","1,584",3.5,"Kent County, Rhode Island"
"325,587","311,259","14,328",4.4,"Newport County, Rhode Island"
"69,005","66,529","2,476",3.6,"Providence County, Rhode Island"
"10,058","9,658",400,4,"Washington County, Rhode Island"
"73,944","71,470","2,474",3.3,"Abbeville County, South Carolina"
"2,740","2,581",159,5.8,"Aiken County, South Carolina"
"89,580","86,663","2,917",3.3,"Allendale County, South Carolina"
"4,990","4,665",325,6.5,"Anderson County, South Carolina"
"8,343","7,944",399,4.8,"Bamberg County, South Carolina"
"75,517","73,082","2,435",3.2,"Barnwell County, South Carolina"
"101,127","98,058","3,069",3,"Beaufort County, South Carolina"
"6,665","6,382",283,4.2,"Berkeley County, South Carolina"
"206,317","200,598","5,719",2.8,"Calhoun County, South Carolina"
"25,268","24,351",917,3.6,"Charleston County, South Carolina"
"13,302","12,661",641,4.8,"Cherokee County, South Carolina"
"21,952","21,237",715,3.3,"Chester County, South Carolina"
"12,548","11,959",589,4.7,"Chesterfield County, South Carolina"
"16,750","16,079",671,4,"Clarendon County, South Carolina"
"30,086","28,859","1,227",4.1,"Colleton County, South Carolina"
"12,702","12,096",606,4.8,"Darlington County, South Carolina"
"75,077","72,808","2,269",3,"Dillon County, South Carolina"
"10,538","10,172",366,3.5,"Dorchester County, South Carolina"
"9,786","9,184",602,6.2,"Edgefield County, South Carolina"
"65,996","63,584","2,412",3.7,"Fairfield County, South Carolina"
"25,520","24,362","1,158",4.5,"Florence County, South Carolina"
"248,725","241,431","7,294",2.9,"Georgetown County, South Carolina"
"30,954","29,825","1,129",3.6,"Greenville County, South Carolina"
"8,234","7,945",289,3.5,"Greenwood County, South Carolina"
"145,798","139,690","6,108",4.2,"Hampton County, South Carolina"
"12,214","11,845",369,3,"Horry County, South Carolina"
"28,930","27,904","1,026",3.5,"Jasper County, South Carolina"
"39,543","38,043","1,500",3.8,"Kershaw County, South Carolina"
"29,857","28,786","1,071",3.6,"Lancaster County, South Carolina"
"6,586","6,284",302,4.6,"Laurens County, South Carolina"
"147,320","143,095","4,225",2.9,"Lee County, South Carolina"
"3,406","3,285",121,3.6,"Lexington County, South Carolina"
"12,945","12,232",713,5.5,"McCormick County, South Carolina"
"9,157","8,689",468,5.1,"Marion County, South Carolina"
"18,656","18,071",585,3.1,"Marlboro County, South Carolina"
"34,900","33,741","1,159",3.3,"Newberry County, South Carolina"
"34,534","32,547","1,987",5.8,"Oconee County, South Carolina"
"56,262","54,368","1,894",3.4,"Orangeburg County, South Carolina"
"196,988","190,216","6,772",3.4,"Pickens County, South Carolina"
"8,808","8,535",273,3.1,"Richland County, South Carolina"
"147,900","143,296","4,604",3.1,"Saluda County, South Carolina"
"44,120","42,344","1,776",4,"Spartanburg County, South Carolina"
"11,582","11,102",480,4.1,"Sumter County, South Carolina"
"12,294","11,626",668,5.4,"Union County, South Carolina"
"134,695","130,306","4,389",3.3,"Williamsburg County, South Carolina"
"1,557","1,512",45,2.9,"York County, South Carolina"
"9,519","9,272",247,2.6,"Aurora County, South Dakota"
"1,074","1,026",48,4.5,"Beadle County, South Dakota"
"2,878","2,805",73,2.5,"Bennett County, South Dakota"
"19,019","18,481",538,2.8,"Bon Homme County, South Dakota"
"20,891","20,300",591,2.8,"Brookings County, South Dakota"
"2,536","2,467",69,2.7,"Brown County, South Dakota"
709,667,42,5.9,"Brule County, South Dakota"
"5,050","4,885",165,3.3,"Buffalo County, South Dakota"
792,761,31,3.9,"Butte County, South Dakota"
"3,872","3,747",125,3.2,"Campbell County, South Dakota"
"1,892","1,817",75,4,"Charles Mix County, South Dakota"
"7,250","7,041",209,2.9,"Clark County, South Dakota"
"15,356","14,890",466,3,"Clay County, South Dakota"
"1,379","1,322",57,4.1,"Codington County, South Dakota"
"4,051","3,888",163,4,"Corson County, South Dakota"
"10,996","10,706",290,2.6,"Custer County, South Dakota"
"2,803","2,684",119,4.2,"Davison County, South Dakota"
"2,159","2,063",96,4.4,"Day County, South Dakota"
"2,213","2,018",195,8.8,"Deuel County, South Dakota"
"1,576","1,534",42,2.7,"Dewey County, South Dakota"
"2,100","2,044",56,2.7,"Douglas County, South Dakota"
"3,011","2,895",116,3.9,"Edmunds County, South Dakota"
"1,098","1,065",33,3,"Fall River County, South Dakota"
"4,449","4,308",141,3.2,"Faulk County, South Dakota"
"2,048","1,981",67,3.3,"Grant County, South Dakota"
"1,080","1,052",28,2.6,"Gregory County, South Dakota"
"3,243","3,143",100,3.1,"Haakon County, South Dakota"
"1,827","1,785",42,2.3,"Hamlin County, South Dakota"
"1,777","1,695",82,4.6,"Hand County, South Dakota"
731,713,18,2.5,"Hanson County, South Dakota"
"9,890","9,635",255,2.6,"Harding County, South Dakota"
"3,580","3,478",102,2.8,"Hughes County, South Dakota"
688,667,21,3.1,"Hutchinson County, South Dakota"
"1,278","1,215",63,4.9,"Hyde County, South Dakota"
"1,120","1,092",28,2.5,"Jackson County, South Dakota"
556,541,15,2.7,"Jerauld County, South Dakota"
"2,675","2,597",78,2.9,"Jones County, South Dakota"
"6,662","6,435",227,3.4,"Kingsbury County, South Dakota"
"13,076","12,692",384,2.9,"Lake County, South Dakota"
"33,445","32,677",768,2.3,"Lawrence County, South Dakota"
"1,712","1,641",71,4.1,"Lincoln County, South Dakota"
"3,083","3,006",77,2.5,"Lyman County, South Dakota"
"1,034",995,39,3.8,"McCook County, South Dakota"
"2,380","2,289",91,3.8,"McPherson County, South Dakota"
"14,107","13,643",464,3.3,"Marshall County, South Dakota"
758,721,37,4.9,"Meade County, South Dakota"
"1,199","1,166",33,2.8,"Mellette County, South Dakota"
"110,908","108,017","2,891",2.6,"Miner County, South Dakota"
"4,012","3,891",121,3,"Minnehaha County, South Dakota"
"3,581","3,211",370,10.3,"Moody County, South Dakota"
"56,253","54,533","1,720",3.1,"Oglala Lakota County, South Dakota"
"1,468","1,426",42,2.9,"Pennington County, South Dakota"
"1,105","1,066",39,3.5,"Perkins County, South Dakota"
"4,856","4,647",209,4.3,"Potter County, South Dakota"
"1,160","1,126",34,2.9,"Roberts County, South Dakota"
"3,238","3,125",113,3.5,"Sanborn County, South Dakota"
"1,829","1,781",48,2.6,"Spink County, South Dakota"
817,796,21,2.6,"Stanley County, South Dakota"
